2.50%GOLDBONDS 2025TR-VII     ,SGBMAR25  ,GB,N,0008207.03,0008207.00,0008299.00,0008079.99,0008157.42,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008158.10
2.50%GOLDBONDS2025 SR-XII     ,SGBDEC2512,GB,N,0008210.00,0008250.00,0008250.00,0008250.00,0008250.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008250.00
2.50%GOLDBONDS2026SR-I        ,SGBMAY26  ,GB,N,0008165.00,0008250.00,0008250.00,0008150.03,0008200.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008200.00
2.50%GOLDBONDS2026SR-II       ,SGBOCT26  ,GB,N,0008289.00,0008150.00,0008150.00,0008150.00,0008150.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008150.00
2.50%GOLDBONDS2026SR-III      ,SGBNOV26  ,GB,N,0008120.00,0008120.01,0008299.00,0008120.01,0008299.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008299.00
2.50%GOLDBONDS2026SR-IV       ,SGBDEC26  ,GB,N,0008220.00,0008220.00,0008220.00,0008220.00,0008220.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008220.00
2.50%GOLDBONDS2026SR-XIV      ,SGBJAN26  ,GB,N,0008301.50,0008250.00,0008250.00,0008100.00,0008100.01,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008100.01
2.50%GOLDBONDS2027SR-I        ,SGBJUN27  ,GB,N,0008350.00,0008300.00,0008300.00,0008300.00,0008300.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008300.00
2.50%GOLDBONDS2027SR-II       ,SGBJUL27  ,GB,N,0008300.00,0008026.00,0008245.00,0008026.00,0008211.78,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008245.00
2.50%GOLDBONDS2027SR-III      ,SGBAUG27  ,GB,N,0008590.00,0008499.50,0008575.00,0008351.00,0008500.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008500.00
2.50%GOLDBONDS2027SR-IV       ,SGBSEP27  ,GB,N,0008274.21,0008290.00,0008290.00,0008245.00,0008245.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008245.00
2.50%GOLDBONDS2027SR-V        ,SGBOCT27  ,GB,N,0008203.83,0008226.00,0008449.90,0008205.00,0008449.89,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008449.90
2.50%GOLDBONDS2027SR-VI       ,SGBFEB27  ,GB,N,0008324.81,0008340.00,0008340.00,0008200.00,0008200.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008200.00
2.50%GOLDBONDS2027SR-VI       ,SGBOCT27VI,GB,N,0008300.00,0008300.00,0008300.00,0008121.21,0008161.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008161.00
2.50%GOLDBONDS2027SR-VII      ,SGBDC27VII,GB,N,0008470.00,0008151.00,0008450.00,0008151.00,0008350.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008350.00
2.50%GOLDBONDS2028SR-I        ,SGBAPR28I ,GB,N,0008511.36,0008500.00,0008550.00,0008320.01,0008329.06,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008320.01
2.50%GOLDBONDS2028SR-II       ,SGBMAY28  ,GB,N,0008325.00,0008325.00,0008348.95,0008260.01,0008261.02,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008261.00
2.50%GOLDBONDS2028SR-IV       ,SGBJUL28IV,GB,N,0008285.00,0008285.00,0008290.00,0008250.00,0008250.99,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008251.00
2.50%GOLDBONDS2028SR-V        ,SGBAUG28V ,GB,N,0008319.13,0008290.00,0008341.00,0008250.00,0008269.27,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008283.89
2.50%GOLDBONDS2028SR-VI       ,SGBSEP28VI,GB,N,0008289.60,0008289.00,0008347.00,0008221.00,0008223.73,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008221.00
2.50%GOLDBONDS2028SR-VII      ,SGBOC28VII,GB,N,0008278.43,0008299.99,0008309.99,0008225.01,0008228.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008225.01
2.50%GOLDBONDS2028SR-X        ,SGBMAR28X ,GB,N,0008399.00,0008105.01,0008474.98,0008105.01,0008207.62,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008200.01
2.50%GOLDBONDS2029SR-IV       ,SGBJUL29IV,GB,N,0008285.48,0008280.10,0008359.00,0008236.00,0008242.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008242.00
2.50%GOLDBONDS2029SR-IX       ,SGBJAN29IX,GB,N,0008303.40,0008300.01,0008348.00,0008255.00,0008259.38,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008255.00
2.50%GOLDBONDS2029SR-V        ,SGBAUG29V ,GB,N,0008402.00,0008402.00,0008590.00,0008300.00,0008395.83,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008415.00
2.50%GOLDBONDS2029SR-VIII     ,SGBD29VIII,GB,N,0008303.72,0008303.72,0008334.99,0008240.00,0008285.09,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008286.00
2.50%GOLDBONDS2029SR-X        ,SGBJAN29X ,GB,N,0008310.00,0008309.99,0008309.99,0008201.00,0008239.49,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008240.00
2.50%GOLDBONDS2029SR-XI       ,SGBFEB29XI,GB,N,0008370.66,0008250.01,0008250.01,0008250.01,0008250.01,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008250.01
2.50%GOLDBONDS2029SR-XII      ,SGBMR29XII,GB,N,0008314.06,0008328.99,0008328.99,0008200.00,0008219.55,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008201.01
2.50%GOLDBONDS2030SR-I        ,SGBJUN30  ,GB,N,0008380.00,0008322.05,0008380.00,0008320.00,0008364.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008364.00
2.50%GOLDBONDS2030SR-II       ,SGBAUG30  ,GB,N,0008604.00,0008650.00,0008650.00,0008425.00,0008446.29,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008425.00
2.50%GOLDBONDS2030SR-III      ,SGBDE30III,GB,N,0008523.09,0008500.00,0008596.00,0007800.00,0008376.66,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008410.00
2.50%GOLDBONDS2030SR-IX       ,SGBJAN30IX,GB,N,0008400.00,0008275.15,0008400.00,0008216.11,0008247.87,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008235.00
2.50%GOLDBONDS2030SR-X        ,SGBMAR30X ,GB,N,0008350.02,0008350.02,0008400.00,0008280.01,0008310.81,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008303.00
2.50%GOLDBONDS2031SR-I        ,SGBJUN31I ,GB,N,0008494.90,0008494.90,0008494.90,0008425.00,0008431.07,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008441.01
2.50%GOLDBONDS2031SR-II       ,SGBSEP31II,GB,N,0008492.06,0008492.06,0008545.99,0008492.00,0008503.37,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008492.06
2.50%GOLDBONDS2031SR-III      ,SGBDE31III,GB,N,0008539.70,0008503.00,0008598.89,0008503.00,0008556.59,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008560.00
2.50%GOLDBONDS2031SR-IV       ,SGBMAR31IV,GB,N,0008446.48,0008366.01,0008444.00,0008331.01,0008399.50,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008398.80
2.50%GOLDBONDS2032SR-IV       ,SGBFEB32IV,GB,N,0008657.39,0008657.39,0008675.00,0008550.00,0008621.60,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0008636.00
20 MICRONS LTD                ,20MICRONS ,BE,G,0000252.70,0000247.65,0000247.65,0000247.65,0000247.65,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000247.65
21ST CENTURY MGMT SERVICE     ,21STCENMGM,BE,N,0000116.73,0000118.50,0000119.06,0000114.39,0000119.06,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000119.06
360 ONE WAM LIMITED           ,360ONE    ,EQ,N,0001036.45,0001035.85,0001060.10,0001030.10,0001056.20,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001054.70
3I INFOTECH LIMITED           ,3IINFOLTD ,EQ,N,0000027.83,0000028.00,0000029.52,0000028.00,0000029.28,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000029.50
3M INDIA LIMITED              ,3MINDIA   ,EQ,N,0035463.55,0035300.00,0035739.95,0035250.00,0035432.40,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0035450.00
3P LAND HOLDINGS LIMITED      ,3PLAND    ,BE,N,0000042.27,0000042.40,0000043.54,0000041.25,0000042.96,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000043.40
5PAISA CAPITAL LIMITED        ,5PAISA    ,EQ,N,0000504.05,0000509.00,0000514.95,0000504.25,0000510.50,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000514.00
63 MOONS TECHNOLOGIES LTD     ,63MOONS   ,EQ,N,0000589.70,0000591.85,0000608.00,0000588.20,0000596.15,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000595.50
7.36% TAX FREE NCD            ,736PFCL28 ,N2,N,0001106.00,0001106.01,0001106.01,0001106.01,0001106.01,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001106.01
7.51 NCD 16FEB28 TR1 SR2      ,751HUDCO28,N5,N,0001108.00,0001107.01,0001107.01,0001107.01,0001107.01,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001107.01
7.60% TAX FREE NCD            ,760PFCL35 ,N3,N,0001162.50,0001162.00,0001162.00,0001162.00,0001162.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001162.00
7.64% TAX FREETRI SR2B        ,764HUDCO31,N8,N,0001160.99,0001150.00,0001150.00,0001146.01,0001150.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001150.00
7.69% TAX FREETRII SR2B       ,769HUDCO31,N9,N,0001163.05,0001174.00,0001174.10,0001164.00,0001164.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001164.00
7.74% TAX FREE NCD            ,774IREDA31,N7,N,0001148.00,0001148.51,0001148.51,0001148.51,0001148.51,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001148.51
8.12/8.32% TAX FREE NCD       ,812REC27  ,NI,N,0001080.61,0001080.01,0001080.01,0001080.01,0001080.01,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001080.01
8.30% TAX FREE NCD            ,830PFCL27 ,N5,N,0001058.20,0001065.00,0001065.00,0001060.00,0001060.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001060.00
8.49% SEC NON-CUM RED NCD     ,849NTPC25 ,N7,N,0000005.24,0000005.21,0000005.30,0000005.21,0000005.25,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000005.24
8.54% SEC RED BOND S2A        ,854NHPC28 ,N2,N,0001200.00,0001439.00,0001439.00,0001438.00,0001438.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001438.00
8.75% TAX FREE TR I S IIB     ,875NHAI29 ,N6,N,0001170.50,0001172.50,0001172.50,0001172.50,0001172.50,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001172.50
8.92% SEC RED BOND S3B        ,892NHPC33 ,N6,N,0001296.00,0001296.00,0001296.00,0001290.02,0001290.37,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001296.00
8.92% TAX FREE NCD            ,892PFCL33 ,N8,N,0001283.99,0001276.92,0001285.00,0001276.92,0001284.71,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001285.00
9.00% UNSECURED NCD           ,9MMFSML   ,N2,N,0001041.50,0001041.10,0001041.10,0001041.10,0001041.10,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001041.10
9.01% TAX FREETRII SR3B       ,901HUDCO34,NE,N,0001310.00,0001321.00,0001324.95,0001310.00,0001324.95,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001324.95
9.40 % SRNCD TR II SR III     ,94IFCI25  ,NL,N,0001057.80,0001063.00,0001063.00,0001063.00,0001063.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001063.00
9.90 % SRNCD SR VI            ,99IFCI24  ,NH,N,0001081.00,0001085.00,0001085.00,0001081.00,0001082.49,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001082.50
A AND M JUMBO BAGS LTD        ,AMJUMBO   ,ST,N,0000013.20,0000013.45,0000013.45,0000013.45,0000013.45,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000013.45
A B COTSPIN INDIA LIMITED     ,ABCOTS    ,ST,G,0000362.20,0000354.95,0000354.95,0000354.95,0000354.95,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000354.95
A B INFRABUILD LIMITED        ,ABINFRA   ,ST,G,0000091.15,0000092.95,0000092.95,0000092.95,0000092.95,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000092.95
A G UNIVERSAL LIMITED         ,AGUL      ,SM,N,0000055.85,0000055.00,0000055.00,0000055.00,0000055.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000055.00
A2Z INFRA ENGINEERING LTD     ,A2ZINFRA  ,EQ,N,0000017.89,0000018.58,0000018.78,0000018.41,0000018.60,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000018.54
AAA TECHNOLOGIES LIMITED      ,AAATECH   ,EQ,N,0000121.56,0000123.50,0000125.00,0000120.94,0000124.59,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000125.00
AADHAR HOUSING FINANCE L      ,AADHARHFC ,EQ,N,0000449.65,0000450.00,0000460.00,0000443.15,0000457.20,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000456.90
AAKASH EXPLORATION SER L      ,AAKASH    ,EQ,N,0000011.80,0000011.62,0000012.18,0000011.26,0000011.43,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000011.49
AAREY DRUGS & PHARM LTD       ,AAREYDRUGS,BE,N,0000062.78,0000063.48,0000065.90,0000061.54,0000065.69,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000065.70
AARON INDUSTRIES LIMITED      ,AARON     ,EQ,N,0000273.15,0000274.00,0000283.00,0000273.80,0000277.70,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000278.00
AARTECH SOLONICS LIMITED      ,AARTECH   ,EQ,N,0000060.88,0000060.90,0000063.50,0000060.90,0000063.11,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000063.45
AARTI DRUGS LTD.              ,AARTIDRUGS,EQ,N,0000487.30,0000488.90,0000497.80,0000488.00,0000494.25,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000493.00
AARTI INDUSTRIES LTD          ,AARTIIND  ,EQ,N,0000510.80,0000514.00,0000522.45,0000510.30,0000521.45,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000521.50
AARTI PHARMALABS LIMITED      ,AARTIPHARM,EQ,N,0000660.70,0000660.70,0000690.00,0000656.10,0000678.05,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000676.10
AARTI SURFACTANTS LIMITED     ,AARTISURF ,BE,N,0000734.25,0000740.00,0000740.00,0000718.10,0000727.20,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000722.10
AARVEE DEN. & EXP. LTD        ,AARVEEDEN ,BE,G,0000056.20,0000056.20,0000057.32,0000056.20,0000057.32,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000057.32
AARVI ENCON LIMITED           ,AARVI     ,EQ,N,0000148.15,0000149.25,0000154.50,0000146.80,0000150.64,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000150.85
AATMAJ HEALTHCARE LIMITED     ,AATMAJ    ,SM,N,0000026.00,0000026.00,0000028.50,0000026.00,0000028.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000027.75
AAVAS FINANCIERS LIMITED      ,AAVAS     ,EQ,N,0001679.30,0001695.00,0001703.60,0001680.00,0001684.70,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001689.80
ABAN OFFSHORE LTD.            ,ABAN      ,EQ,N,0000064.37,0000065.20,0000065.71,0000064.49,0000064.86,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000065.00
ABANS HOLDINGS LIMITED        ,AHL       ,EQ,N,0000403.95,0000409.00,0000416.60,0000398.05,0000402.25,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000403.75
ABB INDIA LIMITED             ,ABB       ,EQ,N,0007132.85,0007150.00,0007197.95,0007037.10,0007164.05,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0007177.00
ABBOTT INDIA LIMITED          ,ABBOTINDIA,EQ,N,0029329.20,0029329.20,0029445.65,0028625.05,0029145.05,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0029091.00
ABHISHEK INTEGRATIONS LTD     ,AILIMITED ,ST,G,0000073.00,0000071.55,0000071.70,0000071.55,0000071.70,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000071.70
ABM INTERNATIONAL LTD         ,ABMINTLLTD,BE,N,0000085.80,0000081.51,0000081.51,0000081.51,0000081.51,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000081.51
ABS MARINE SERVICES LTD       ,ABSMARINE ,SM,N,0000257.30,0000258.00,0000270.90,0000258.00,0000266.50,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000265.50
ACC LIMITED                   ,ACC       ,EQ,N,0002319.40,0002325.75,0002367.00,0002318.75,0002359.55,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0002359.35
ACCELYA SOLN INDIA LTD        ,ACCELYA   ,EQ,N,0001623.20,0001625.95,0001634.00,0001591.00,0001622.40,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001620.00
ACCENT MICROCELL LIMITED      ,ACCENTMIC ,SM,N,0000254.00,0000254.00,0000259.00,0000251.00,0000258.05,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000258.10
ACCORD SYNERGY LIMITED        ,ACCORD    ,SM,N,0000031.50,0000033.05,0000033.05,0000033.05,0000033.05,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000033.05
ACCURACY SHIPPING LIMITED     ,ACCURACY  ,EQ,N,0000010.06,0000010.25,0000010.39,0000010.08,0000010.25,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000010.17
ACE INTEGRATED SOLU. LTD.     ,ACEINTEG  ,EQ,N,0000032.96,0000033.49,0000034.28,0000033.15,0000033.95,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000034.22
ACTION CONST EQUIP LTD        ,ACE       ,EQ,N,0001303.35,0001305.70,0001347.70,0001305.70,0001324.30,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001326.00
ADANI ENERGY SOLUTION LTD     ,ADANIENSOL,EQ,N,0001015.00,0001015.00,0001090.95,0001009.00,0001076.30,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001073.00
ADANI ENTERPRISES LIMITED     ,ADANIENT  ,EQ,N,0002915.55,0002918.00,0003070.00,0002918.00,0003046.25,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0003046.25
ADANI GREEN ENERGY LTD        ,ADANIGREEN,EQ,N,0001644.25,0001652.00,0001733.95,0001636.70,0001721.15,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001715.50
ADANI PORT & SEZ LTD          ,ADANIPORTS,EQ,N,0001329.35,0001330.00,0001382.00,0001315.20,0001370.00,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001372.20
ADANI POWER LTD               ,ADANIPOWER,EQ,N,0000603.45,0000607.40,0000627.00,0000605.50,0000616.30,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000615.80
ADANI TOTAL GAS LIMITED       ,ATGL      ,EQ,N,0000722.05,0000720.05,0000752.00,0000720.05,0000742.30,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000741.00
ADANI WILMAR LIMITED          ,AWL       ,EQ,N,0000342.35,0000343.00,0000349.00,0000341.15,0000343.60,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000343.00
ADDICTIVE LEARNING TECH L     ,LAWSIKHO  ,SM,N,0000397.20,0000400.00,0000409.00,0000395.00,0000406.25,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000405.00
ADF FOODS LIMITED             ,ADFFOODS  ,EQ,N,0000302.65,0000304.15,0000309.55,0000300.20,0000307.10,XD  ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000307.60
ADIT BIRL SUN LIF AMC LTD     ,ABSLAMC   ,EQ,N,0000822.60,0000826.50,0000830.00,0000810.10,0000825.20,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000825.00
ADITYA BIRLA CAPITAL LTD.     ,ABCAPITAL ,EQ,N,0000201.99,0000203.88,0000206.85,0000202.00,0000206.14,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000206.17
ADITYA BIRLA FASHION & RT     ,ABFRL     ,EQ,N,0000302.30,0000304.10,0000305.80,0000297.55,0000300.20,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000299.75
ADITYA BIRLA MONEY LTD        ,BIRLAMONEY,BE,G,0000157.45,0000160.59,0000160.59,0000160.59,0000160.59,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000160.59
ADITYA BIRLA REAL EST LTD     ,ABREL     ,EQ,N,0002773.95,0002780.00,0002925.00,0002775.00,0002887.50,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0002891.00
ADITYA ULTRA STEEL LTD        ,AUSL      ,SM,N,0000050.25,0000051.00,0000051.60,0000050.30,0000051.50,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000051.50
ADITYA VISION LIMITED         ,AVL       ,EQ,N,0000439.60,0000440.00,0000449.95,0000430.00,0000443.25,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000441.75
ADITYBIRLA SL GOLD ETF-GR     ,BSLGOLDETF,EQ,N,0000069.87,0000069.85,0000070.45,0000069.00,0000069.42,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000069.57
ADITYBIRLA SL NIF ETF-GR      ,BSLNIFTY  ,EQ,N,0000027.78,0000028.60,0000028.60,0000027.61,0000028.11,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000028.14
ADOR WELDING LTD              ,ADORWELD  ,EQ,N,0001315.45,0001328.75,0001328.75,0001291.85,0001307.70,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0001307.00
ADROIT INFOTECH LIMITED       ,ADROITINFO,EQ,N,0000020.45,0000021.23,0000023.60,0000020.41,0000022.29,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000022.42
ADROITINFO RS. 5 PPD UP       ,ADROITPP1 ,E1,N,0000006.45,0000006.45,0000007.35,0000006.45,0000007.30,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000007.28
ADVANCED ENZYME TECH LTD      ,ADVENZYMES,EQ,N,0000493.20,0000494.80,0000505.70,0000491.20,0000499.40,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000499.70
ADVANI HOT.& RES.(I) LTD      ,ADVANIHOTR,EQ,N,0000069.47,0000069.51,0000070.18,0000068.90,0000069.52,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000069.79
AEGIS LOGISTICS LIMITED       ,AEGISLOG  ,EQ,N,0000801.90,0000808.00,0000813.00,0000798.00,0000805.45,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000802.80
AEROFLEX INDUSTRIES LTD       ,AEROFLEX  ,EQ,N,0000191.56,0000193.00,0000203.50,0000192.01,0000201.93,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000201.72
AERON COMPOSITE LIMITED       ,AERON     ,SM,N,0000135.35,0000138.45,0000141.00,0000138.45,0000139.40,    ,              ,                  ,0000000.00,0000000.00,06-NOV-2024,        ,0000138.90
